100 	 4 	 19500
100 	 2 	 20000
100 	 1 	 22000
100 	 3 	 22500
100 	 6 	 21000
100 	 7 	 20500
100 	 8 	 21500
100 	 5 	 23500
100 	 11 	 20000
100 	 9 	 21500
100 	 12 	 23000
100 	 10 	 23500
100 	 13 	 20500
100 	 15 	 20000
100 	 14 	 22000
100 	 16 	 24000
100 	 19 	 20500
100 	 18 	 23500
100 	 17 	 23000
100 	 20 	 22000
100 	 21 	 22000
100 	 22 	 20000
100 	 24 	 21500
100 	 23 	 23500
100 	 25 	 20500
100 	 26 	 23000
100 	 27 	 21500
100 	 28 	 22000
100 	 29 	 21500
100 	 30 	 21000
100 	 31 	 22000
100 	 32 	 23500
100 	 34 	 18500
100 	 33 	 21500
100 	 35 	 20000
100 	 36 	 21500
100 	 37 	 23000
100 	 39 	 23500
100 	 38 	 24000
100 	 40 	 22000
100 	 41 	 21000
100 	 44 	 21000
100 	 43 	 22500
100 	 42 	 24500
100 	 45 	 22000
100 	 47 	 21500
100 	 46 	 22500
100 	 48 	 22000
100 	 50 	 22000
100 	 52 	 21000
100 	 49 	 22500
100 	 51 	 24000
100 	 56 	 20500
100 	 55 	 21500
100 	 53 	 22500
100 	 54 	 22500
100 	 57 	 21500
100 	 60 	 21500
100 	 59 	 22000
100 	 58 	 24000
100 	 63 	 20000
100 	 62 	 21000
100 	 61 	 22000
100 	 64 	 23000
100 	 66 	 20000
100 	 65 	 20500
100 	 68 	 23000
100 	 67 	 24000
100 	 70 	 20500
100 	 69 	 21500
100 	 71 	 22000
100 	 72 	 22500
100 	 74 	 21000
100 	 73 	 22000
100 	 76 	 19500
100 	 75 	 22000
100 	 77 	 20000
100 	 78 	 20500
100 	 79 	 22000
100 	 80 	 22000
100 	 83 	 20000
100 	 82 	 21000
100 	 81 	 21500
100 	 84 	 23000
100 	 87 	 21000
100 	 85 	 22000
100 	 86 	 22500
100 	 88 	 23000
100 	 89 	 21000
100 	 91 	 20500
100 	 92 	 21500
100 	 90 	 22500
100 	 93 	 22000
100 	 96 	 20500
100 	 94 	 22000
100 	 95 	 23500
100 	 99 	 19000
100 	 98 	 22000
100 	 97 	 22000
100 	 100 	 23000
200 	 1 	 85000
200 	 2 	 85000
200 	 3 	 94000
200 	 4 	 97000
200 	 6 	 89000
200 	 5 	 90000
200 	 7 	 87000
200 	 8 	 88000
200 	 10 	 86000
200 	 9 	 91000
200 	 11 	 85000
200 	 12 	 90000
200 	 13 	 87000
200 	 14 	 89000
200 	 15 	 87000
200 	 16 	 95000
200 	 17 	 90000
200 	 18 	 89000
200 	 19 	 91000
200 	 20 	 91000
200 	 23 	 80000
200 	 22 	 83000
200 	 21 	 97000
200 	 24 	 92000
200 	 25 	 91000
200 	 26 	 90000
200 	 27 	 90000
200 	 28 	 87000
200 	 29 	 88000
200 	 30 	 98000
200 	 31 	 92000
200 	 32 	 90000
200 	 33 	 88000
200 	 34 	 90000
200 	 35 	 94000
200 	 36 	 88000
200 	 37 	 85000
200 	 38 	 83000
200 	 39 	 93000
200 	 40 	 84000
200 	 41 	 79000
200 	 42 	 89000
200 	 44 	 93000
200 	 43 	 93000
200 	 45 	 88000
200 	 46 	 91000
200 	 48 	 83000
200 	 47 	 85000
200 	 49 	 90000
200 	 50 	 94000
200 	 51 	 88000
200 	 52 	 86000
200 	 53 	 88000
200 	 54 	 86000
200 	 56 	 81000
200 	 55 	 95000
200 	 57 	 86000
200 	 59 	 87000
200 	 58 	 89000
200 	 61 	 85000
200 	 60 	 92000
200 	 62 	 84000
200 	 63 	 90000
200 	 64 	 90000
200 	 65 	 87000
200 	 66 	 85000
200 	 67 	 90000
200 	 68 	 85000
200 	 69 	 93000
200 	 70 	 88000
200 	 72 	 85000
200 	 71 	 92000
200 	 73 	 93000
200 	 74 	 90000
200 	 76 	 88000
200 	 75 	 97000
200 	 77 	 94000
200 	 79 	 83000
200 	 78 	 91000
200 	 80 	 93000
200 	 81 	 92000
200 	 83 	 88000
200 	 82 	 97000
200 	 84 	 87000
200 	 85 	 88000
200 	 86 	 81000
200 	 87 	 87000
200 	 88 	 86000
200 	 89 	 89000
200 	 90 	 89000
200 	 91 	 90000
200 	 92 	 90000
200 	 93 	 92000
200 	 94 	 86000
200 	 95 	 82000
200 	 96 	 97000
200 	 97 	 86000
200 	 98 	 87000
200 	 99 	 91000
200 	 100 	 88000
300 	 2 	 196500
300 	 1 	 201000
300 	 3 	 204000
300 	 4 	 204000
300 	 6 	 195000
300 	 5 	 199500
300 	 7 	 189000
300 	 8 	 208500
300 	 10 	 204000
300 	 9 	 207000
300 	 11 	 207000
300 	 12 	 198000
300 	 13 	 205500
300 	 14 	 202500
300 	 15 	 199500
300 	 16 	 204000
300 	 18 	 196500
300 	 17 	 208500
300 	 19 	 201000
300 	 20 	 193500
300 	 21 	 204000
300 	 22 	 201000
300 	 23 	 202500
300 	 24 	 198000
300 	 27 	 187500
300 	 25 	 210000
300 	 26 	 198000
300 	 28 	 205500
300 	 30 	 198000
300 	 29 	 204000
300 	 31 	 204000
300 	 32 	 198000
300 	 35 	 193500
300 	 34 	 196500
300 	 33 	 205500
300 	 36 	 192000
300 	 39 	 193500
300 	 38 	 199500
300 	 37 	 202500
